area_name,total_road_km,road_density,dead_end_count,dead_end_ratio,intersection_count,intersection_density,oneway_share,avg_segment_length,total_road_nodes,total_road_edges,norm_road_density,norm_intersection_density,norm_dead_end_ratio,norm_oneway_share,inv_avg_segment_length,norm_short_segments,structural_complexity_score,structural_complexity_level
Amsterdam Centrum 1 2026-1,190.7280034672119,23.577595277283233,95,0.08497316636851521,965,119.29228550064326,0.5251736111111112,82.78125150486626,1118,2304,0.9586620750931698,0.9991906486103068,0.05720738492564824,1.0,0.01208002998047469,0.8982179124771522,0.7435868184049965,High
Amsterdam Nieuw-West 1 2026-1,669.7618803610156,17.618639415218205,486,0.149768875192604,2702,71.07834156560118,0.23879013000795968,88.85140360321247,3245,7538,0.6923646448668475,0.5756328017060396,0.5063202211455355,0.18358876767156068,0.011254746232999794,0.7678485744695204,0.5479025895272918,Medium
Amsterdam Noord 1 2026-1,587.4919991312408,9.204499541655894,355,0.14031620553359683,2119,33.19931940794266,0.18813503769255982,96.2785970388792,2530,6102,0.31634846388476634,0.2428668888084625,0.44080175769401564,0.03918314000887156,0.010386524427606483,0.6306963497234974,0.3189513835704916,Low
Amsterdam Oost 1 2026-1,419.2791654642079,13.704600301038527,256,0.1304791029561672,1647,53.834005013867746,0.2819373472561653,93.15244733708239,1962,4501,0.5174516933300392,0.42414189544486947,0.37261870793790364,0.30659122811187695,0.010735091010345544,0.6857591021190379,0.4431176686068884,Medium
Amsterdam Weesp 1 2026-1,175.2525676065598,7.253876724933758,160,0.22099447513812154,553,22.889215739731164,0.174390243902439,106.86132171131696,724,1640,0.2291778495258398,0.15229298104122108,1.0,0.0,0.009357922810476494,0.468209069065041,0.3921886145482693,Medium
Amsterdam West 1 2026-1,260.45125643434903,24.502616858377,117,0.08147632311977716,1269,119.38441464619356,0.42245989304812837,81.92867456255082,1436,3179,1.0,1.0,0.03297002078907044,0.7071876044741854,0.012205738776312328,0.9180760189105251,0.7061282477594479,High
Amsterdam Westpoort 1 2026-1,61.62031929986768,2.1255482663121166,32,0.1553398058252427,161,5.5535783450084395,0.4416243654822335,156.39674949204996,206,394,0.0,0.0,0.5449335259802913,0.7618209600594422,0.006393994780887901,0.0,0.25050652550398916,Low
Amsterdam Zuid 1 2026-1,405.91475941528506,23.499420288291773,174,0.07671957671957672,2021,117.0007428925466,0.3688286544046467,78.58949843471153,2268,5165,0.955168543817175,0.9790595252472714,0.0,0.5542976910491345,0.012724346381097637,1.0,0.6667016709234818,High
